"Date","Airtemp_min","Airtemp_avg","Airtemp_max","Dewpoint_min","Soiltemp_avg","Soiltemp_max","Soiltemp_min","Snow_height","Precipitation","Cloud_O","Cloud_H","Windspeedavg_ms","Windspeedmax_ms","atmopressure_gPa","SaturationDeficit_Avg_gPa","SaturationDeficit_Max_gPa","Humidityavg_%","Humiditymin_%","Partialpressure_avg_gPa","Partialpressure_max_gPa"
"2021-09-13","3","11","23","-0.2","11","23","3","","1.2","6","6","4.1","7","1000.7","4.3","10.1","68","37","4.3","10.1"
"2021-09-14","4","13","27","3.4","13","27","4","","0.4","6","6","2.9","7","1000.1","5.7","16.3","71","40","5.7","16.3"
"2021-09-15","9","17","32","0","17","32","9","","0","6","7","4.4","6","996.7","12.4","25","45","20","12.4","25"
"2021-09-16","10","16","32","5.9","16","32","10","","0.1","6","4","4.3","6","988.9","8.3","14.6","58","43","8.3","14.6"
"2021-09-17","4","10","26","-1","10","26","4","","0","4","4","4.6","8","988.3","4.4","7.7","62","43","4.4","7.7"
"2021-09-18","5","10","20","0.7","10","20","5","","1","2","6","4.3","6","993.6","3.3","5.8","71","53","3.3","5.8"
"2021-09-19","4","6","10","-0.2","6","10","4","","6.7","2","2","4.6","7","994","1.5","3.05","83","67","1.5","3.05"
"2021-09-20","3","5","8","0.4","5","8","3","","0","2","2","6.6","9","1003.2","2.2","3.17","76","68","2.2","3.17"
"2021-09-21","4","7","15","-0.2","7","15","4","","0.5","2","2","4.4","6","1011.4","1.8","2.90","80","71","1.8","2.90"
"2021-09-22","0","7","20","-1.1","7","20","0","","0","6","4","3.8","5","1008.7","2.7","5.7","73","51","2.7","5.7"
"2021-09-23","1","7","23","-2.1","7","23","1","","0.2","5","4","3.3","6","1013.1","2.6","5.8","73","48","2.6","5.8"
"2021-09-24","-2","8","28","-3.4","8","28","-2","","0","6","6","2.3","5","1016.9","3.7","8.9","67","40","3.7","8.9"
"2021-09-25","-1","9","29","-4.4","9","29","-1","","0","7","7","1.9","5","1011.9","5.4","13.6","63","25","5.4","13.6"
"2021-09-26","-2","6","17","-6.2","6","17","-2","","0","7","7","5.6","9","1011.4","3.7","8.4","62","31","3.7","8.4"
"2021-09-27","0","4","12","-3.4","4","12","0","","0","6","4","11.4","15","1009.9","2.8","4.81","67","51","2.8","4.81"
"2021-09-28","2","6","12","-4.4","6","12","2","","0","2","5","10.5","17","1006.1","3.9","7.3","60","38","3.9","7.3"
"2021-09-29","0","6","15","-4.3","6","15","0","","0","2","6","4.9","6","1003.7","4.3","7.5","57","37","4.3","7.5"
"2021-09-30","3","7","16","-2.3","7","16","3","","0","2","5","3.1","4","1005.1","3.5","5.3","63","49","3.5","5.3"
"2021-10-01","1","4","11","-4.9","4","11","1","","1","2","4","3.6","5","1004.8","2.5","3.99","68","52","2.5","3.99"
"2021-10-02","1","5","10","-8.1","5","10","1","","0","6","4","3.9","6","1011.8","3.8","6.8","57","33","3.8","6.8"
"2021-10-03","0","5","12","-4.2","5","12","0","","0","5","4","3","6","1011.5","2.6","3.99","69","59","2.6","3.99"
"2021-10-04","-1","1","8","-3.9","1","8","-1","","0.8","5","5","4.6","6","1017.7","1.4","2.87","79","62","1.4","2.87"
"2021-10-05","-3","3","14","-8.2","3","14","-3","","0","3","5","5","6","1023.2","2.3","5.41","68","38","2.3","5.41"
"2021-10-06","-6","3","14","-8.5","3","14","-6","","0","6","7","1.9","5","1024.9","2.7","5.7","65","43","2.7","5.7"
"2021-10-07","2","7","20","-1.8","7","20","2","","0","6","6","4","7","1023.9","3.9","7.9","63","43","3.9","7.9"
"2021-10-08","-1","7","22","-3.6","7","22","-1","","0","6","7","2.6","3","1019.3","4.4","10.3","64","36","4.4","10.3"
"2021-10-09","-2","6","20","-3.8","6","20","-2","","0","7","7","3.3","5","1011.5","3.6","8.7","66","39","3.6","8.7"
"2021-10-10","0","4","18","-8.4","4","18","0","","0","6","4","3.4","8","1009.4","3.2","6.2","62","36","3.2","6.2"
"2021-10-11","-7","4","18","-9.4","4","18","-7","","0","3","7","2.8","4","1015.5","3.5","5.99","52","34","3.5","5.99"
"2021-10-12","0","5","12","-8.7","5","12","0","","0.8","2","6","4.3","7","1014.3","2.3","3.5","75","50","2.3","3.5"
"2021-10-13","5","9","21","2.9","9","21","5","","0","5","6","2.8","4","1019.1","4.1","8.2","68","51","4.1","8.2"
"2021-10-14","-3","5","23","-4.2","5","23","-3","","0","7","7","0.9","2","1023.6","3.4","11.8","73","33","3.4","11.8"
"2021-10-15","-2","5","20","-3.4","5","20","-2","","0","1","7","2.3","4","1023.3","2.5","8.1","76","44","2.5","8.1"
"2021-10-16","0","7","20","-2.7","7","20","0","","0","6","7","2.6","5","1015.8","3.6","9.3","72","43","3.6","9.3"
"2021-10-17","-2","7","20","-4","7","20","-2","","0","6","1","2","3","1010","4.5","8.3","60","45","4.5","8.3"
"2021-10-18","-3","5","18","-5","5","18","-3","","0","6","4","2","5","1009.2","4.2","10","64","36","4.2","10"
"2021-10-19","6","10","20","-1.4","10","20","6","","0","5","7","3.6","6","1005.7","7.3","13.9","52","30","7.3","13.9"
"2021-10-20","-2","6","20","-5.7","6","20","-2","","0","6","7","3","6","995.4","6.3","14.6","50","23","6.3","14.6"
"2021-10-21","3","5","7","-3.3","5","7","3","","0","2","6","5","8","989.8","3.6","6.1","64","44","3.6","6.1"
"2021-10-22","-2","2","6","-3.8","2","6","-2","","1","2","2","6","8","995.6","1.4","1.88","80","77","1.4","1.88"
"2021-10-23","3","6","14","2.4","6","14","3","","0.4","3","3","6.4","8","995.8","2.6","4.7","78","67","2.6","4.7"
"2021-10-24","3","8","17","3.6","8","17","3","","0","5","1","4.4","7","1002.9","3.1","7","76","53","3.1","7"
"2021-10-25","3","8","16","-3.4","8","16","3","","0.8","2","6","3.6","7","1000.2","4.8","8.3","59","36","4.8","8.3"
"2021-10-26","-3","2","6","-8.9","2","6","-3","","1.5","2","2","5.4","9","998.7","1.8","2.77","74","54","1.8","2.77"
"2021-10-27","-7","-1","6","-9.8","-1","6","-7","","0","4","1","3.9","6","1010.9","2.2","3.35","64","55","2.2","3.35"
"2021-10-28","-4","0","7","-8.8","0","7","-4","","0","6","7","4.8","6","1003.9","3.2","5.16","55","43","3.2","5.16"
"2021-10-29","-3","2","10","-5.8","2","10","-3","","0","3","4","5.9","8","1001.2","2.3","3.04","68","57","2.3","3.04"
"2021-10-30","-7","-4","0","-11.3","-4","0","-7","","0.7","4","4","3.3","4","1011.1","1.2","2.22","73","59","1.2","2.22"
"2021-10-31","-4","-1","0","-7.4","-1","0","-4","","6.2","2","2","4.1","6","1003.8","1.1","1.78","81","66","1.1","1.78"
"2021-11-01","-4","1","6","-6.6","1","6","-4","","3.6","2","2","3.8","6","1001.8","1.2","2.24","84","75","1.2","2.24"
"2021-11-02","-11","-6","3","-18.2","-6","3","-11","","0.3","3","3","5.5","8","1014.1","1.3","1.83","64","52","1.3","1.83"
"2021-11-03","-13","-8","-2","-16.1","-8","-2","-13","","0","6","6","3.5","4","1027.4","0.97","1.35","70","64","0.97","1.35"
"2021-11-04","-13","-8","0","-14.8","-8","0","-13","","0","4","1","4.6","8","1028.2","1.5","2.87","65","49","1.5","2.87"
"2021-11-05","-10","-4","3","-13.6","-4","3","-10","","0","6","7","4.1","5","1023.1","2.3","4.75","57","31","2.3","4.75"
"2021-11-06","-5","-1","1","-9.4","-1","1","-5","","0","3","6","4.1","5","1018.7","2.6","3.32","61","48","2.6","3.32"
"2021-11-07","-3","1","8","-13.4","1","8","-3","","0","5","1","6.8","8","1008.8","3.6","6.65","51","25","3.6","6.65"
"2021-11-08","-2","0","8","-10.8","0","8","-2","","0","4","7","5.9","10","1006.3","3.8","4.90","50","36","3.8","4.90"
"2021-11-09","-5","-2","5","-13.1","-2","5","-5","","0","4","1","4.5","7","1007.9","3.6","6.49","51","26","3.6","6.49"
"2021-11-10","-1","0","1","-12.5","0","1","-1","","4.9","2","2","4.5","7","999.2","1.5","5.67","80","29","1.5","5.67"
"2021-11-11","-4","-1","0","-8.8","-1","0","-4","","1","2","2","3.6","5","1006.9","0.95","1.23","82","76","0.95","1.23"
"2021-11-12","-6","-4","-2","-10.6","-4","-2","-6","","1.7","2","2","3.9","6","1003.3","0.94","1.54","78","66","0.94","1.54"
"2021-11-13","-6","-3","-1","-7.7","-3","-1","-6","","1.7","2","2","4.5","6","1000.2","1.2","1.77","78","66","1.2","1.77"
"2021-11-14","-4","-3","-2","-6.7","-3","-2","-4","","1.2","2","2","3.3","5","992","0.90","1.33","82","74","0.90","1.33"
"2021-11-15","-18","-9","-3","-20","-9","-3","-18","","0.9","3","3","3.3","6","1004.9","0.86","1.62","74","56","0.86","1.62"
"2021-11-16","-20","-17","-12","-22.7","-17","-12","-20","","0","4","7","2","4","1010","0.42","0.72","76","67","0.42","0.72"
"2021-11-17","-19","-14","-8","-18.9","-14","-8","-19","","1.3","2","4","4.1","5","997.6","0.41","0.57","81","77","0.41","0.57"
"2021-11-18","-20","-16","-12","-21.9","-16","-12","-20","","0","1","1","2.1","3","1005.7","0.50","0.90","73","60","0.50","0.90"
"2021-11-19","-22","-16","-6","-23","-16","-6","-22","","0.6","4","4","4.4","7","1014.2","0.53","1.29","75","56","0.53","1.29"
"2021-11-20","-12","-7","-4","-14.5","-7","-4","-12","","0.9","3","3","6.4","8","1008.2","1.1","1.82","72","52","1.1","1.82"
"2021-11-21","-12","-10","-6","-14.3","-10","-6","-12","","0","5","7","3.4","4","995.4","0.81","1.02","75","72","0.81","1.02"
"2021-11-22","-11","-4","-1","-11.8","-4","-1","-11","","4.1","2","3","5.4","8","979.3","0.94","1.55","81","69","0.94","1.55"
"2021-11-23","-10","-5","-2","-11.1","-5","-2","-10","","1","3","6","4","5","985.5","0.87","1.22","82","68","0.87","1.22"
"2021-11-24","-18","-13","-10","-18.8","-13","-10","-18","","0","4","1","4","5","996.9","0.65","0.92","75","71","0.65","0.92"
"2021-11-25","-24","-20","-15","-23.7","-20","-15","-24","","0","7","7","2","4","1000.7","0.32","0.51","79","74","0.32","0.51"
"2021-11-26","-24","-17","-11","-21.4","-17","-11","-24","","0","1","7","3.5","5","1009.8","0.54","0.81","73","70","0.54","0.81"
"2021-11-27","-16","-5","-2","-13.8","-5","-2","-16","","0.2","2","4","6.3","8","1013.6","0.85","1.23","81","77","0.85","1.23"
"2021-11-28","-13","-10","-3","-14.5","-10","-3","-13","","0","6","1","4.6","7","1018.2","0.82","1.13","75","67","0.82","1.13"
"2021-11-29","-18","-12","-6","-20.2","-12","-6","-18","","0","4","1","1.5","3","1014.6","1","1.84","66","55","1","1.84"
"2021-11-30","-15","-12","-7","-15.7","-12","-7","-15","","0","6","1","2.3","3","1010.4","0.74","1.12","75","66","0.74","1.12"
"2021-12-01","-15","-7","-2","-13","-7","-2","-15","","0","6","4","2.5","4","1005.3","1.4","2.61","70","55","1.4","2.61"
"2021-12-02","-5","-2","0","-6.9","-2","0","-5","","0.3","6","6","4.8","5","992.1","2","2.28","71","66","2","2.28"
"2021-12-03","-9","-5","-1","-9.5","-5","-1","-9","","0","5","1","4.1","6","995.6","1.3","1.87","74","64","1.3","1.87"
"2021-12-04","-9","-4","-1","-7.5","-4","-1","-9","","0.4","6","6","4.4","6","1008","0.75","1.11","85","79","0.75","1.11"
"2021-12-05","-4","-2","0","-5.2","-2","0","-4","","0","3","6","5.6","7","1006.2","1.3","2.19","79","70","1.3","2.19"
"2021-12-06","-4","-3","-2","-5.5","-3","-2","-4","","5.2","2","2","3","5","1003","0.71","0.90","85","82","0.71","0.90"
"2021-12-07","-24","-17","-4","-24.1","-17","-4","-24","","0","6","1","2.9","5","1012.8","0.61","1.23","71","63","0.61","1.23"
"2021-12-08","-28","-26","-24","-27.9","-26","-24","-28","","0","7","7","2","3","1025.8","0.24","0.36","76","68","0.24","0.36"
"2021-12-09","-28","-17","-8","-28.4","-17","-8","-28","","0","4","7","3","5","1029.5","0.64","1.24","70","64","0.64","1.24"
"2021-12-10","-20","-12","-7","-19.3","-12","-7","-20","","0","6","7","2.3","5","1024.2","1.4","2.36","57","43","1.4","2.36"
"2021-12-11","-24","-16","-8","-22","-16","-8","-24","","0","3","1","1.9","4","1016.6","0.57","1.00","75","56","0.57","1.00"
"2021-12-12","-24","-19","-15","-21.8","-19","-15","-24","","0","6","7","2.3","3","1020.4","0.34","0.49","80","76","0.34","0.49"
"2021-12-13","-21","-18","-13","-20.1","-18","-13","-21","","0","4","7","3","4","1019.9","0.50","0.92","76","67","0.50","0.92"
"2021-12-14","-17","-13","-11","-18.9","-13","-11","-17","","0","3","6","3.3","4","1020","0.65","0.78","73","67","0.65","0.78"
"2021-12-15","-12","-7","-3","-13.9","-7","-3","-12","","0","6","6","4.8","6","1012.8","1.2","2.09","69","58","1.2","2.09"
"2021-12-16","-8","-7","-5","-10.1","-7","-5","-8","","0","2","6","3.6","5","1010","0.97","1.35","76","70","0.97","1.35"
"2021-12-17","-8","-5","-2","-8.1","-5","-2","-8","","0.6","2","2","5.5","8","1001","0.81","1.01","82","79","0.81","1.01"
"2021-12-18","-6","-4","-3","-7.6","-4","-3","-6","","2","2","2","1","3","1002","0.73","0.90","85","81","0.73","0.90"
"2021-12-19","-5","-3","-2","-5.4","-3","-2","-5","","3","2","2","3.4","5","994.2","0.69","0.90","86","82","0.69","0.90"
"2021-12-20","-13","-6","0","-11.8","-6","0","-13","","0.3","3","3","3.5","5","996.8","0.88","1.33","80","73","0.88","1.33"
"2021-12-21","-16","-5","-2","-14.2","-5","-2","-16","","0","6","6","3.9","6","1006.9","1.4","2.22","72","61","1.4","2.22"
"2021-12-22","-8","-6","-3","-9.1","-6","-3","-8","","1.5","5","6","6.1","8","994.4","0.84","0.92","80","77","0.84","0.92"
"2021-12-23","-16","-10","-3","-13","-10","-3","-16","","1.6","3","3","3","5","1000.6","0.74","1.03","80","73","0.74","1.03"
"2021-12-24","-23","-16","-8","-24.4","-16","-8","-23","","4.5","3","3","5.4","8","1006.5","0.46","0.55","75","64","0.46","0.55"
"2021-12-25","-33","-28","-23","-32.1","-28","-23","-33","","0","7","7","1.5","3","1020.7","0.24","0.44","72","66","0.24","0.44"
"2021-12-26","-34","-30","-25","-33.5","-30","-25","-34","","0","7","7","0.8","2","1022.7","0.17","0.29","72","68","0.17","0.29"
"2021-12-27","-33","-19","-9","-31.8","-19","-9","-33","","1.1","4","4","4.6","8","1014.3","0.44","0.74","76","74","0.44","0.74"
"2021-12-28","-20","-11","-8","-18.8","-11","-8","-20","","0.5","3","3","4.5","6","1008.8","0.61","0.74","79","76","0.61","0.74"
"2021-12-29","-29","-26","-20","-28.3","-26","-20","-29","","0","1","7","1.8","3","1012.7","0.23","0.31","76","71","0.23","0.31"
"2021-12-30","-31","-27","-22","-30","-27","-22","-31","","0","7","7","2.6","4","1023.4","0.23","0.31","74","71","0.23","0.31"
"2021-12-31","-24","-18","-13","-22.4","-18","-13","-24","","0","2","6","2.5","4","1020","0.45","0.64","74","69","0.45","0.64"
"2022-01-01","-30","-22","-14","-29.4","-22","-14","-30","","0","6","4","1.1","3","1009.9","0.35","0.73","76","66","0.35","0.73"
"2022-01-02","-14","-11","-8","-17","-11","-8","-14","","0","2","2","3","4","1001.2","0.72","0.85","74","66","0.72","0.85"
"2022-01-03","-15","-12","-7","-17.3","-12","-7","-15","","0.5","5","4","3.5","5","993.1","0.60","0.77","77","72","0.60","0.77"
"2022-01-04","-21","-10","-2","-21.8","-10","-2","-21","","2.2","3","6","4.9","6","985.4","0.60","0.90","79","62","0.60","0.90"
"2022-01-05","-30","-24","-20","-28.6","-24","-20","-30","","0","7","7","3.4","6","1000.9","0.32","0.52","74","66","0.32","0.52"
"2022-01-06","-31","-18","-9","-30.1","-18","-9","-31","","0.8","2","4","2.4","5","1009","0.37","0.64","81","78","0.37","0.64"
"2022-01-07","-9","-3","0","-7.7","-3","0","-9","","1.3","2","3","5.9","8","1004.9","0.84","0.99","84","80","0.84","0.99"
"2022-01-08","-2","-1","0","-3.6","-1","0","-2","","5.5","2","2","8.4","12","995.3","0.73","0.87","89","86","0.73","0.87"
"2022-01-09","-17","-9","-2","-18.6","-9","-2","-17","","1.8","3","3","3.9","6","1006.1","0.77","1.12","77","64","0.77","1.12"
"2022-01-10","-25","-20","-16","-25.9","-20","-16","-25","","0","7","7","3","5","1025.4","0.39","0.54","75","70","0.39","0.54"
"2022-01-11","-22","-18","-15","-22.6","-18","-15","-22","","0","4","4","2.3","3","1018.7","0.46","0.81","75","64","0.46","0.81"
"2022-01-12","-26","-16","-12","-24.9","-16","-12","-26","","0.4","3","3","1.9","4","1012.5","0.47","0.74","77","68","0.47","0.74"
"2022-01-13","-33","-28","-18","-31.5","-28","-18","-33","","0","7","7","0.6","2","1014.8","0.20","0.44","77","71","0.20","0.44"
"2022-01-14","-33","-25","-20","-32","-25","-20","-33","","0","4","7","3.4","6","1003.3","0.22","0.32","78","75","0.22","0.32"
"2022-01-15","-20","-13","-7","-20.3","-13","-7","-20","","4.9","2","6","4.6","7","982.3","0.46","0.62","82","78","0.46","0.62"
"2022-01-16","-15","-5","-2","-13.8","-5","-2","-15","","2.9","2","2","6","8","983.5","0.89","1.32","81","74","0.89","1.32"
"2022-01-17","-14","-12","-4","-16","-12","-4","-14","","1.1","6","6","8","12","990.6","0.67","1.01","76","66","0.67","1.01"
"2022-01-18","-16","-13","-10","-15.5","-13","-10","-16","","0","4","1","4.9","6","1005.4","0.63","0.92","76","69","0.63","0.92"
"2022-01-19","-17","-15","-10","-16.6","-15","-10","-17","","0","7","7","4.8","6","1010.6","0.51","0.83","79","72","0.51","0.83"
"2022-01-20","-23","-16","-12","-18.7","-16","-12","-23","","0","4","4","3.3","5","1015.4","0.46","0.70","78","71","0.46","0.70"
"2022-01-21","-26","-22","-16","-24","-22","-16","-26","","0","6","1","2","4","1013.9","0.26","0.44","80","76","0.26","0.44"
"2022-01-22","-28","-24","-19","-27.4","-24","-19","-28","","0","5","1","0.3","1","1017.6","0.20","0.27","81","77","0.20","0.27"
"2022-01-23","-28","-25","-21","-29.9","-25","-21","-28","","0","6","7","0.1","1","1023.4","0.20","0.29","78","75","0.20","0.29"
"2022-01-24","-28","-25","-20","-30.2","-25","-20","-28","","0","0","0","0.9","2","1026.6","0.20","0.30","78","75","0.20","0.30"
"2022-01-25","-24","-19","-16","-25.3","-19","-16","-24","","0","2","4","3.3","5","1017.6","0.34","0.49","77","74","0.34","0.49"
"2022-01-26","-21","-16","-12","-21.9","-16","-12","-21","","0.4","3","3","2.9","4","1013.5","0.48","0.65","75","66","0.48","0.65"
"2022-01-27","-24","-18","-11","-23","-18","-11","-24","","0.4","4","4","2.4","3","1015.8","0.36","0.45","79","73","0.36","0.45"
"2022-01-28","-17","-10","-6","-16.6","-10","-6","-17","","1.1","2","6","1.6","3","1013.1","0.56","0.84","82","77","0.56","0.84"
"2022-01-29","-22","-18","-15","-20.5","-18","-15","-22","","0","2","6","3.4","6","1010.6","0.33","0.47","81","74","0.33","0.47"
"2022-01-30","-27","-20","-14","-26.6","-20","-14","-27","","0","6","1","3.1","5","1004.2","0.39","0.71","75","68","0.39","0.71"
"2022-01-31","-18","-13","-5","-20.2","-13","-5","-18","","1.8","5","4","3.4","7","1005.1","0.51","0.62","78","73","0.51","0.62"
"2022-02-01","-6","-6","-3","-7.5","-6","-3","-6","","1.2","2","2","3.9","6","1011.9","0.63","0.93","85","79","0.63","0.93"
"2022-02-02","-9","-7","-5","-12.4","-7","-5","-9","","0","2","3","4.1","5","1016.6","0.93","1.75","76","58","0.93","1.75"
"2022-02-03","-10","-7","-4","-10.8","-7","-4","-10","","0.5","3","1","4.3","6","1019.4","0.76","0.94","81","74","0.76","0.94"
"2022-02-04","-11","-7","-3","-10.6","-7","-3","-11","","0","3","6","4.9","6","1015.5","1.2","1.67","71","65","1.2","1.67"
"2022-02-05","-18","-12","-6","-18.7","-12","-6","-18","","0","4","1","2.5","4","1011.9","0.92","1.40","68","56","0.92","1.40"
"2022-02-06","-20","-16","-13","-21.9","-16","-13","-20","","0","3","1","4.4","6","1006.1","0.65","0.87","69","63","0.65","0.87"
"2022-02-07","-22","-18","-12","-24.3","-18","-12","-22","","0","4","4","4.9","6","1005.7","0.54","0.81","70","64","0.54","0.81"
"2022-02-08","-20","-12","-8","-16.7","-12","-8","-20","","0","3","3","2.6","4","1012.9","0.62","0.93","78","73","0.62","0.93"
"2022-02-09","-22","-17","-12","-20.5","-17","-12","-22","","0","4","1","2.9","5","1018.9","0.39","0.54","80","77","0.39","0.54"
"2022-02-10","-28","-22","-16","-26.2","-22","-16","-28","","0","3","5","5.1","6","1024.1","0.26","0.35","79","72","0.26","0.35"
"2022-02-11","-30","-26","-20","-30.2","-26","-20","-30","","0","7","7","5.8","8","1019.9","0.20","0.33","79","72","0.20","0.33"
"2022-02-12","-24","-21","-18","-24.6","-21","-18","-24","","1.9","6","4","6.6","8","1004.5","0.32","0.42","76","72","0.32","0.42"
"2022-02-13","-26","-21","-14","-26.5","-21","-14","-26","","1.7","2","6","1.5","4","1001.5","0.28","0.46","79","73","0.28","0.46"
"2022-02-14","-30","-18","-13","-29.1","-18","-13","-30","","0.2","2","6","2.1","5","1002.1","0.36","0.60","79","73","0.36","0.60"
"2022-02-15","-26","-20","-15","-24.4","-20","-15","-26","","0","3","3","3.8","6","1008.7","0.40","0.64","75","65","0.40","0.64"
"2022-02-16","-27","-15","-9","-22.4","-15","-9","-27","","0.5","6","6","3.4","5","1014","0.41","0.64","83","79","0.41","0.64"
"2022-02-17","-11","-9","-5","-12.1","-9","-5","-11","","0","2","2","6","8","1012.1","0.78","0.93","78","75","0.78","0.93"
"2022-02-18","-14","-10","-6","-13.8","-10","-6","-14","","0","6","6","4.6","6","1014.2","0.61","0.74","81","78","0.61","0.74"
"2022-02-19","-21","-16","-6","-20.5","-16","-6","-21","","0","7","7","2.9","4","1017.8","0.68","1.93","74","48","0.68","1.93"
"2022-02-20","-26","-17","-7","-23","-17","-7","-26","","0","1","7","2.1","3","1011.3","0.80","1.61","68","55","0.80","1.61"
"2022-02-21","-18","-11","-3","-18.5","-11","-3","-18","","0.7","4","4","3.5","5","1001.3","0.56","0.83","81","78","0.56","0.83"
"2022-02-22","-6","-4","-2","-7.9","-4","-2","-6","","0","2","2","4.8","6","1001.4","1.1","1.55","78","72","1.1","1.55"
"2022-02-23","-16","-8","-1","-13.3","-8","-1","-16","","0","6","1","4.3","6","1007.1","1.1","1.88","75","65","1.1","1.88"
"2022-02-24","-10","-7","-2","-10","-7","-2","-10","","0.7","6","4","5.3","8","1006.2","1","1.45","77","70","1","1.45"
"2022-02-25","-12","-7","-2","-12.8","-7","-2","-12","","0","6","4","3.1","5","1010.7","0.99","1.45","76","70","0.99","1.45"
"2022-02-26","-19","-11","-6","-13.1","-11","-6","-19","","0","7","7","2.6","5","1019.8","0.69","1.24","79","67","0.69","1.24"
"2022-02-27","-18","-14","-6","-17.5","-14","-6","-18","","0","4","4","2.4","4","1021.4","0.57","1.24","79","66","0.57","1.24"
"2022-02-28","-21","-13","-5","-18.4","-13","-5","-21","","0.5","4","4","2.1","3","1016.7","0.76","1.77","76","61","0.76","1.77"
"2022-03-01","-12","-7","-2","-9.9","-7","-2","-12","","0","0","0","3.9","6","1007.5","0.88","1.66","80","70","0.88","1.66"
"2022-03-02","-23","-11","-2","-20.8","-11","-2","-23","","0","1","1","2.6","4","1012.1","1","1.98","73","58","1","1.98"
"2022-03-03","-16","-11","-5","-14.6","-11","-5","-16","","0","4","7","6","7","1009.2","0.77","1.23","76","68","0.77","1.23"
"2022-03-04","-16","-11","-5","-14.2","-11","-5","-16","","0","4","7","3.5","5","1001.5","0.79","1.11","77","65","0.79","1.11"
"2022-03-05","-7","-4","0","-7.7","-4","0","-7","","0","2","2","5.1","12","994.8","0.95","1.42","81","76","0.95","1.42"
"2022-03-06","-6","-2","0","-6.3","-2","0","-6","","2.5","2","3","5","7","974","0.97","1.26","85","82","0.97","1.26"
"2022-03-07","-20","-14","-1","-22.1","-14","-1","-20","","0.7","3","3","5.8","8","984.2","0.60","0.90","74","60","0.60","0.90"
"2022-03-08","-25","-20","-12","-25","-20","-12","-25","","0","7","7","3.4","5","1003.8","0.57","1.16","67","51","0.57","1.16"
"2022-03-09","-28","-21","-10","-27.4","-21","-10","-28","","0","4","7","1.4","3","1015.2","0.53","1.30","70","51","0.53","1.30"
"2022-03-10","-25","-18","-7","-23.2","-18","-7","-25","","0","6","7","3.5","6","1020.2","0.59","1.21","68","52","0.59","1.21"
"2022-03-11","-26","-20","-14","-24.9","-20","-14","-26","","0","4","7","1.8","5","1021.6","0.53","1.04","68","55","0.53","1.04"
"2022-03-12","-22","-17","-10","-24.5","-17","-10","-22","","0","6","7","4.9","8","1014.8","0.71","1.29","63","48","0.71","1.29"
"2022-03-13","-22","-15","-10","-21.7","-15","-10","-22","","0","3","7","5.5","9","1010.5","0.94","1.69","61","48","0.94","1.69"
"2022-03-14","-16","-13","-8","-18.4","-13","-8","-16","","0","5","5","6","8","1013.8","1","1.40","61","54","1","1.40"
"2022-03-15","-18","-13","-7","-19.3","-13","-7","-18","","0","2","7","4.4","6","1018.2","0.93","1.59","62","48","0.93","1.59"
"2022-03-16","-27","-17","-6","-27.5","-17","-6","-27","","0","7","7","1.3","3","1023.8","0.80","1.83","66","50","0.80","1.83"
"2022-03-17","-29","-18","-5","-27.9","-18","-5","-29","","0","7","7","1.3","4","1021.3","0.83","2.02","66","45","0.83","2.02"
"2022-03-18","-25","-15","-5","-23.9","-15","-5","-25","","0","6","1","1","3","1019.6","0.82","2.15","70","46","0.82","2.15"
"2022-03-19","-24","-16","-8","-24.9","-16","-8","-24","","0","6","1","2.6","4","1023.3","0.43","0.84","81","74","0.43","0.84"
"2022-03-20","-19","-12","-4","-20.1","-12","-4","-19","","0","3","7","6.6","9","1009.9","1.3","2.46","59","45","1.3","2.46"
"2022-03-21","-13","-10","-5","-14.4","-10","-5","-13","","1.3","2","6","5.6","7","992.5","0.76","1.01","77","67","0.76","1.01"
"2022-03-22","-9","-6","-1","-9.2","-6","-1","-9","","1.3","2","3","3.1","4","995.2","0.67","0.89","84","81","0.67","0.89"
"2022-03-23","-7","-4","-1","-8.6","-4","-1","-7","","0.7","3","6","5","10","993.7","1.3","2.32","75","61","1.3","2.32"
"2022-03-24","-8","-4","0","-12.2","-4","0","-8","","0.2","5","6","5.6","8","996.6","2.1","3.71","63","42","2.1","3.71"
"2022-03-25","-10","-5","0","-11","-5","0","-10","","0","4","7","5.9","9","999.8","1.3","1.98","74","59","1.3","1.98"
"2022-03-26","-14","-7","-2","-16.4","-7","-2","-14","","0","1","1","3.4","7","1007.1","1.4","2.39","65","49","1.4","2.39"
"2022-03-27","-21","-13","-3","-20.3","-13","-3","-21","","0","4","1","3.1","6","1001.7","0.81","1.44","73","64","0.81","1.44"
"2022-03-28","-15","-6","0","-12","-6","0","-15","","0","5","6","3.8","6","1000.1","1.2","2.23","77","66","1.2","2.23"
"2022-03-29","-4","-2","0","-3.2","-2","0","-4","","4.2","2","3","5.5","8","993.4","1.1","1.80","83","75","1.1","1.80"
"2022-03-30","-8","-3","0","-8.3","-3","0","-8","","0.8","6","6","6.1","8","998.2","1.7","3.35","73","55","1.7","3.35"
"2022-03-31","-2","-1","0","-1.8","-1","0","-2","","0.4","2","2","6","9","1006.7","1.4","1.71","81","76","1.4","1.71"
"2022-04-01","-2","-1","0","-1.4","-1","0","-2","","0.3","2","3","4.8","7","1006.6","2","3.67","76","62","2","3.67"
"2022-04-02","-2","-1","0","-2.1","-1","0","-2","","2.6","2","2","3.5","5","1006.1","1.1","1.67","84","76","1.1","1.67"
